"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"NCQDzmIRPH","E7VjR","62","7","90","12","73","48"
"aAH2i1sl7H","rLQNX","85","92","76","81","71","81"
"cv7bucJOCc","3DUdF","61","14","87","36","4","40"
"VGIoISELP5","6tFpl","15","3","7","70","62","31"
"oAG3pIjtH7","7SzGg","26","41","28","30","82","41"
"Z0bvfhfWZy","MIlfg","26","75","61","39","41","48"
"F5cpQyroNJ","b8Ene","83","35","28","34","86","53"
"dCVlQZlELm","PXN5W","3","66","97","98","94","71"
"Fcm9uurbn0","r1t20","56","57","91","66","43","62"
"uRp363uNZX","ilELq","83","83","23","45","65","59"
"ejVTSfB7Cu","WN6q5","13","10","11","11","95","28"
"n9uRzMPrIy","ZGpTK","21","15","47","62","85","46"
"9cHdoH0Laq","lUdFV","31","0","58","31","86","41"
"Ws8kKj2GhS","qxWQp","36","68","42","59","87","58"
"zFVrGLCK5T","AjxNh","6","30","50","2","94","36"
"Gri0luzlsz","Qtc3s","26","79","51","62","31","49"
"Kbrp0ANWpZ","Kh0AK","62","56","71","73","76","67"
"7Uau2jIcuB","zTLGM","53","73","62","70","52","62"
"f8InOdppRF","H3WpY","16","53","51","92","0","42"
"BQUExP8Ro3","B8iK7","58","16","26","22","71","38"
"G4s55hYRl5","ov9lP","30","81","18","45","93","53"
"8F8rgDMDoW","qhaOF","28","55","11","51","62","41"
"zAI7IkJOKa","SElVf","31","28","9","10","13","18"
"DXxFD4Tae5","26I0s","57","62","11","2","63","39"
"mDgybz2t8C","goMhP","89","89","82","99","59","83"
"GWjEmXWtm9","QsX2l","44","16","41","79","50","46"
"aa3ovFsSSb","spBAb","93","98","72","67","26","71"
"IPvg0jzITd","0qUce","34","4","9","94","34","35"
"RGJiTk56FA","eGpML","57","23","92","8","6","37"
"odevhqSJdC","k8mYL","4","97","34","76","48","51"
"NOHqE4rtOO","PTiqz","44","11","50","50","90","49"
"cDzSLnEvZ7","QNefG","28","56","37","56","24","40"
"blcEpqF4s0","vfRWZ","88","91","54","19","96","69"
"XFlucGePWh","fdGEB","87","76","52","9","85","61"
"WZhpMt1Q24","A2liM","64","27","18","65","64","47"
"xhv1DKpEmI","FzrgQ","9","49","16","54","95","44"
"c0LSzhNjyK","v4ZtD","29","73","86","34","66","57"
"3DnnNmihIN","FypPt","56","31","43","16","57","40"
"ppm6EQaPuF","ALEXg","31","22","48","44","22","33"
"jF0Uuf1oeN","HQ1a7","77","23","75","23","34","46"
"kmYE0AHdgL","fJVTL","52","8","8","8","48","24"
"b8TFoz22Ox","LQjpz","7","14","89","82","41","46"
"64iEennZzb","EVb6k","64","82","31","91","41","61"
"jGoUKN1Dp6","hMEtJ","0","45","90","37","33","41"
"V6F9YSCe18","jLTMf","74","53","64","6","99","59"
"oosXkvPqNd","bZ5qi","75","80","15","48","87","61"
"mbyAI68x4I","3Kuzm","4","5","41","98","34","36"
"G3SM1MZRd8","7Hxbd","60","10","37","6","54","33"
"uJdk9okZ4z","lzEzh","48","96","86","45","4","55"
"Fc0pRgBXEs","HBKhC","54","22","36","79","30","44"
"JyC3Sz5VFN","ULxeq","69","97","83","94","92","87"
"2XGNeyIrn2","1tNV3","20","87","89","76","66","67"
"qWZWbHVZgG","3bykq","57","72","88","7","1","45"
"muMqtHBCcO","N1Mse","2","81","72","44","8","41"
"iDsdgLMzeM","e5Flr","45","60","81","77","50","62"
"19uxICkDBr","YYIXf","11","34","9","61","79","38"
"Gk9E8gWPMP","Ov75A","60","22","10","49","71","42"
"qQC1UqD9oU","Gq3vp","51","50","86","70","86","68"
"ngzMMBhXRv","Rdmnq","57","82","51","60","62","62"
"Ae3KyV5x9v","Mq6DU","42","67","8","73","45","47"
"UuEYKk13IB","Fso1h","53","49","89","64","45","60"
"rVEMh3UBTZ","ixkAU","92","45","6","0","74","43"
"O2hO1bc2As","3bRlC","74","27","15","15","13","28"
"DgLJnH34aE","TWsH1","13","95","84","87","53","66"
"KkBgGx1sRR","3DCj0","75","20","73","46","91","61"
"t0ml4li1zA","BiF5a","80","85","68","39","84","71"
"y60H5Kx2Lh","5hvHt","91","11","2","28","28","32"
"yxGN0usXYC","TcjZ2","80","1","25","98","91","59"
"g5UyjzidcB","WNNVO","34","69","70","18","5","39"
"VygsdLgsns","Mfh2W","4","32","30","87","47","40"
"VXHi7y5lot","j4aDC","48","96","87","43","21","59"
"4EugFW0mZb","8YjWL","93","10","12","26","8","29"
"EpblK1J8D6","uWBVV","79","45","43","49","87","60"
"ZBCF1RgXWT","YTvs5","86","40","20","60","90","59"
"csYlhhF6TS","oYd1J","26","50","14","32","47","33"
"ZRMHdnFPMl","2WxCX","3","80","65","2","39","37"
"f3TslUOZqc","jd6IJ","84","57","25","33","17","43"
"gnVkd5G1B6","Rz8uC","27","63","52","21","64","45"
"MRQQvqLDKZ","VdHIc","81","42","67","42","87","63"
"bFfmHrFTEW","zprni","46","85","94","2","28","51"
"AISFoBsZTF","giWWG","87","67","0","71","26","50"
"TLDHNufSkY","zvFz8","6","75","73","74","31","51"
"E3NZGe3CPj","9gWqW","46","98","13","70","32","51"
"AApaZuSMrN","jfhja","76","38","100","70","19","60"
"Tu3gjj19Kx","IH8bz","37","83","88","4","57","53"
"OOiT0JbqS9","Bs9bz","13","46","78","76","14","45"
"BXyWAAsiBo","kEu8N","88","84","3","21","21","43"
"lgaPWPiXPt","THR4v","92","89","76","78","40","75"
"zABP04MUJ2","mvtmM","96","90","99","57","18","72"
"Fja5dYAUQ4","9d0Y1","27","35","62","12","89","45"
"CYk1blZeGS","UgpXb","18","62","42","91","50","52"
"1TEgiZ1MGq","IrSsN","12","62","61","85","58","55"
"8p6yRcPD05","IcE3U","45","91","1","20","44","40"
"IjaKLgE47G","iUaa4","50","35","34","99","52","54"
"WxEYXZ03zk","m9Oql","59","66","6","25","51","41"
"XFeAoKkK9E","eEOMW","40","77","89","31","27","52"
"b2lRGismCk","RFHck","57","85","48","52","28","54"
"qAfPJJao71","Cclpn","64","29","69","31","22","43"
"yWCxfgsWG5","bDWBQ","78","52","50","16","46","48"
"BIL0y4baMR","F11si","69","7","92","25","5","39"
"K76IqJNuR1","0kl56","63","48","18","26","75","46"
"7gffR1PDni","KdL1j","55","10","21","68","26","36"
"6aLZKgxYtQ","8Up9x","54","70","44","64","53","57"
"9fJs3SUlce","Q3EJK","94","20","1","70","68","50"
"G4n1VB0ELj","sKKxP","84","61","22","80","21","53"
"el5bdVHd27","gpGvi","61","10","81","73","12","47"
"iTvc9T4e48","JeZBW","35","4","8","81","90","43"
"5LVg8Qi1Vz","XiEyB","51","53","8","84","86","56"
"sKPT7gJpfq","3YUlW","67","29","21","26","76","43"
"DcmB23FrB3","F0FEZ","87","85","88","68","44","74"
"Sx4BNaCTBR","efql3","19","48","78","63","11","43"
"TPUdpSMpO0","7zEsR","71","73","5","59","2","42"
"8nDSDlanH8","jyH3W","76","56","1","57","28","43"
"D8qKkCYaze","syEI5","32","6","82","61","33","42"
"SGUsvecKlp","H80Uy","14","29","55","99","54","50"
"TNXWdEbEya","UrYRf","54","75","0","14","76","43"
"p6l7Fcl619","XjrPS","92","10","74","7","82","53"
"X0ORJrMdxC","s2rkb","98","31","28","86","46","57"
"yfGjolC4IZ","lL65m","41","82","10","47","10","38"
"72WJuQoEIY","SFj1q","57","58","17","84","21","47"
"6tuvdVV970","5K4LU","70","45","24","25","44","41"
"rH2KV3GJT0","l6pv8","5","55","62","7","48","35"
"AdSKYexRAr","mIo0H","4","75","56","55","10","40"
"nesmHsLn3I","KFRF8","18","44","48","1","8","23"
"KSVJMTmfYB","J71ee","98","5","87","86","47","64"
"PK0CzSkM6N","7Enar","90","46","13","46","22","43"
"13OY5z97Np","Qs7rt","8","67","70","42","40","45"
"i39FZQhMfT","R6Pis","74","76","14","26","78","53"
"kLSc6JzxZi","bhuNQ","19","91","75","18","36","47"
"WNtJGuc6Jx","1NFYf","8","76","58","59","30","46"
"lGibgXFR4U","Z8WQc","45","34","100","23","55","51"
"yY6UBGyHNk","bDrX7","23","53","65","54","97","58"
"xP34IULC3S","BaB1O","57","12","22","81","70","48"
"gmmumk3cO9","m7zEd","19","21","39","54","42","35"
"ncGtPS54M8","PzXAb","16","21","9","5","38","17"
"9vr4ANBMu1","xrGOL","83","49","90","77","34","66"
"M3f5kE5cQN","lXNNr","96","99","96","40","98","85"
"Xb5ef0Sn46","MdOr7","77","64","18","51","8","43"
"i4Etq79cjZ","SZg67","38","61","11","9","55","34"
"RsaSu0lo79","oeWcd","94","67","68","26","87","68"
"WxUo4CefOj","K0aMM","70","96","11","10","50","47"
"VXuh7fsfx0","eApom","3","58","0","77","11","29"
"x8hOmgsQtt","n1E7l","80","19","37","80","47","52"
"EIYzGy4hx5","2TMv2","7","77","33","64","15","39"
"UkjlzIQypc","qjbb3","13","16","19","83","5","27"
"CQf0kEm7Vj","KLDs2","74","5","85","6","39","41"
"E10ZiHEV71","IcKK6","76","14","96","14","25","45"
"lZrGlLikYm","5xHoL","37","93","74","62","35","60"
"E6R6RRZb62","cW4KE","6","87","1","20","68","36"
"P5u2lIyWsx","FWfr3","71","92","92","43","58","71"
"cpChOsSS0K","1NBMD","84","52","70","74","2","56"
"h5bsif0d0C","tmAYr","81","27","42","16","10","35"
"eHEpeQpes2","sLMZK","88","41","29","54","19","46"
"5yYj9Um0vl","GGY3P","59","26","11","42","99","47"
"HNm3gUkvYm","eirJg","4","38","0","28","25","19"
"3ehfvk12sF","UUBj4","6","86","14","66","13","37"
"qqn4O0Nf7R","4iDGF","67","11","33","27","91","45"
"hnEzI1plsk","ubcsU","27","52","34","69","39","44"
"aS4YAZ4Xah","o4Uek","54","10","10","66","44","36"
"vPTrdWJM0m","tSyR8","21","47","47","38","79","46"
"6zEy08NdSy","VUmGO","1","66","44","47","99","51"
"EyyrfmsREC","4BOab","56","56","100","10","8","46"
"gCcHhoIWKm","4Ky18","1","47","12","48","83","38"
"CbTE1R9TRO","6BD79","86","70","85","98","29","73"
"amboUba6vy","QT3Ql","73","45","33","92","4","49"
"5th8PsqSp3","FVomf","44","43","26","10","77","40"
"JY8vstJsnE","lLIjz","50","94","56","31","51","56"
"BTPbln9A16","T3Stf","30","100","73","24","92","63"
"FcRHp8GXX3","falou","20","44","28","17","41","30"
"WDDEpymThs","p1xr3","66","22","62","64","78","58"
"i8fp4HrOzS","ODORX","91","59","67","19","47","56"
"54WU5f6lIB","mmL4M","1","90","10","94","85","56"
"VsukeMXCX8","8Kyno","85","90","36","19","63","58"
"V8Wspour7h","E7ldQ","84","46","17","38","10","39"
"kxh51eAHz3","5nSjz","91","44","18","0","7","32"
"tbipr9F5jF","M0xO1","18","27","17","88","100","50"
